"variable","FIPS","areaname","state","value"
"P0010001",10700,"Albertville, AL Micro Area","01","93019"
"P0010001",10760,"Alexander City, AL Micro Area","01","53155"
"P0010001",11500,"Anniston-Oxford, AL Metro Area","01","118572"
"P0010001",12220,"Auburn-Opelika, AL Metro Area","01","140247"
"P0010001",13820,"Birmingham-Hoover, AL Metro Area","01","1128047"
"P0010001",17980,"Columbus, GA-AL Metro Area (part)","01","52947"
"P0010001",18980,"Cullman, AL Micro Area","01","80406"
"P0010001",19300,"Daphne-Fairhope-Foley, AL Micro Area","01","182265"
"P0010001",19460,"Decatur, AL Metro Area","01","153829"
"P0010001",20020,"Dothan, AL Metro Area","01","145639"
"P0010001",21460,"Enterprise-Ozark, AL Micro Area","01","100199"
"P0010001",21640,"Eufaula, AL-GA Micro Area (part)","01","27457"
"P0010001",22520,"Florence-Muscle Shoals, AL Metro Area","01","147137"
"P0010001",22840,"Fort Payne, AL Micro Area","01","71109"
"P0010001",23460,"Gadsden, AL Metro Area","01","104430"
"P0010001",26620,"Huntsville, AL Metro Area","01","417593"
"P0010001",33660,"Mobile, AL Metro Area","01","412992"
"P0010001",33860,"Montgomery, AL Metro Area","01","374536"
"P0010001",42460,"Scottsboro, AL Micro Area","01","53227"
"P0010001",42820,"Selma, AL Micro Area","01","43820"
"P0010001",45180,"Talladega-Sylacauga, AL Micro Area","01","82291"
"P0010001",45980,"Troy, AL Micro Area","01","32899"
"P0010001",46220,"Tuscaloosa, AL Metro Area","01","219461"
"P0010001",46260,"Tuskegee, AL Micro Area","01","21452"
"P0010001",46740,"Valley, AL Micro Area","01","34215"
"P0010001",11260,"Anchorage, AK Metro Area","02","380821"
"P0010001",21820,"Fairbanks, AK Metro Area","02","97581"
"P0010001",27940,"Juneau, AK Micro Area","02","31275"
"P0010001",28540,"Ketchikan, AK Micro Area","02","13477"
"P0010001",28980,"Kodiak, AK Micro Area","02","13592"
"P0010001",22380,"Flagstaff, AZ Metro Area","04","134421"
"P0010001",29420,"Lake Havasu City-Kingman, AZ Metro Area","04","200186"
"P0010001",35700,"Nogales, AZ Micro Area","04","47420"
"P0010001",37740,"Payson, AZ Micro Area","04","53597"
"P0010001",38060,"Phoenix-Mesa-Glendale, AZ Metro Area","04","4192887"
"P0010001",39140,"Prescott, AZ Metro Area","04","211033"
"P0010001",40940,"Safford, AZ Micro Area","04","45657"
"P0010001",43320,"Show Low, AZ Micro Area","04","107449"
"P0010001",43420,"Sierra Vista-Douglas, AZ Micro Area","04","131346"
"P0010001",46060,"Tucson, AZ Metro Area","04","980263"
"P0010001",49740,"Yuma, AZ Metro Area","04","195751"
"P0010001",11660,"Arkadelphia, AR Micro Area","05","22995"
"P0010001",12900,"Batesville, AR Micro Area","05","36647"
"P0010001",14180,"Blytheville, AR Micro Area","05","46480"
"P0010001",15780,"Camden, AR Micro Area","05","31488"
"P0010001",20980,"El Dorado, AR Micro Area","05","41639"
"P0010001",22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area (part)","05","440121"
"P0010001",22620,"Forrest City, AR Micro Area","05","28258"
"P0010001",22900,"Fort Smith, AR-OK Metro Area (part)","05","205817"
"P0010001",25460,"Harrison, AR Micro Area","05","45233"
"P0010001",25760,"Helena-West Helena, AR Micro Area","05","21757"
"P0010001",26260,"Hope, AR Micro Area","05","31606"
"P0010001",26300,"Hot Springs, AR Metro Area","05","96024"
"P0010001",27860,"Jonesboro, AR Metro Area","05","121026"
"P0010001",30780,"Little Rock-North Little Rock-Conway, AR Metro Area","05","699757"
"P0010001",31620,"Magnolia, AR Micro Area","05","24552"
"P0010001",32820,"Memphis, TN-MS-AR Metro Area (part)","05","50902"
"P0010001",34260,"Mountain Home, AR Micro Area","05","41513"
"P0010001",37500,"Paragould, AR Micro Area","05","42090"
"P0010001",38220,"Pine Bluff, AR Metro Area","05","100258"
"P0010001",40780,"Russellville, AR Micro Area","05","83939"
"P0010001",42620,"Searcy, AR Micro Area","05","77076"
"P0010001",45500,"Texarkana, TX-Texarkana, AR Metro Area (part)","05","43462"
"P0010001",12540,"Bakersfield-Delano, CA Metro Area","06","839631"
"P0010001",13860,"Bishop, CA Micro Area","06","18546"
"P0010001",17020,"Chico, CA Metro Area","06","220000"
"P0010001",17340,"Clearlake, CA Micro Area","06","64665"
"P0010001",18860,"Crescent City, CA Micro Area","06","28610"
"P0010001",20940,"El Centro, CA Metro Area","06","174528"
"P0010001",21700,"Eureka-Arcata-Fortuna, CA Micro Area","06","134623"
"P0010001",23420,"Fresno, CA Metro Area","06","930450"
"P0010001",25260,"Hanford-Corcoran, CA Metro Area","06","152982"
"P0010001",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area","06","12828837"
"P0010001",31460,"Madera-Chowchilla, CA Metro Area","06","150865"
"P0010001",32900,"Merced, CA Metro Area","06","255793"
"P0010001",33700,"Modesto, CA Metro Area","06","514453"
"P0010001",34900,"Napa, CA Metro Area","06","136484"
"P0010001",37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area","06","823318"
"P0010001",38020,"Phoenix Lake-Cedar Ridge, CA Micro Area","06","55365"
"P0010001",39780,"Red Bluff, CA Micro Area","06","63463"
"P0010001",39820,"Redding, CA Metro Area","06","177223"
"P0010001",40140,"Riverside-San Bernardino-Ontario, CA Metro Area","06","4224851"
"P0010001",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area","06","2149127"
"P0010001",41500,"Salinas, CA Metro Area","06","415057"
"P0010001",41740,"San Diego-Carlsbad-San Marcos, CA Metro Area","06","3095313"
"P0010001",41860,"San Francisco-Oakland-Fremont, CA Metro Area","06","4335391"
"P0010001",41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area","06","1836911"
"P0010001",42020,"San Luis Obispo-Paso Robles, CA Metro Area","06","269637"
"P0010001",42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area","06","423895"
"P0010001",42100,"Santa Cruz-Watsonville, CA Metro Area","06","262382"
"P0010001",42220,"Santa Rosa-Petaluma, CA Metro Area","06","483878"
"P0010001",44700,"Stockton, CA Metro Area","06","685306"
"P0010001",45000,"Susanville, CA Micro Area","06","34895"
"P0010001",46020,"Truckee-Grass Valley, CA Micro Area","06","98764"
"P0010001",46380,"Ukiah, CA Micro Area","06","87841"
"P0010001",46700,"Vallejo-Fairfield, CA Metro Area","06","413344"
"P0010001",47300,"Visalia-Porterville, CA Metro Area","06","442179"
"P0010001",49700,"Yuba City, CA Metro Area","06","166892"
"P0010001",14500,"Boulder, CO Metro Area","08","294567"
"P0010001",15860,"Cañon City, CO Micro Area","08","46824"
"P0010001",17820,"Colorado Springs, CO Metro Area","08","645613"
"P0010001",19740,"Denver-Aurora-Broomfield, CO Metro Area","08","2543482"
"P0010001",20420,"Durango, CO Micro Area","08","51334"
"P0010001",20780,"Edwards, CO Micro Area","08","59507"
"P0010001",22660,"Fort Collins-Loveland, CO Metro Area","08","299630"
"P0010001",22820,"Fort Morgan, CO Micro Area","08","28159"
"P0010001",24300,"Grand Junction, CO Metro Area","08","146723"
"P0010001",24540,"Greeley, CO Metro Area","08","252825"
"P0010001",33940,"Montrose, CO Micro Area","08","41276"
"P0010001",39380,"Pueblo, CO Metro Area","08","159063"
"P0010001",43540,"Silverthorne, CO Micro Area","08","27994"
"P0010001",44540,"Sterling, CO Micro Area","08","22709"
"P0010001",14860,"Bridgeport-Stamford-Norwalk, CT Metro Area","09","916829"
"P0010001",25540,"Hartford-West Hartford-East Hartford, CT Metro Area","09","1212381"
"P0010001",35300,"New Haven-Milford, CT Metro Area","09","862477"
"P0010001",35980,"Norwich-New London, CT Metro Area","09","274055"
"P0010001",45860,"Torrington, CT Micro Area","09","189927"
"P0010001",48740,"Willimantic, CT Micro Area","09","118428"
"P0010001",20100,"Dover, DE Metro Area","10","162310"
"P0010001",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part)","10","538479"
"P0010001",42580,"Seaford, DE Micro Area","10","197145"
"P0010001",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part)","11","601723"
"P0010001",11580,"Arcadia, FL Micro Area","12","34862"
"P0010001",15980,"Cape Coral-Fort Myers, FL Metro Area","12","618754"
"P0010001",17500,"Clewiston, FL Micro Area","12","39140"
"P0010001",18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area","12","180822"
"P0010001",19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area","12","494593"
"P0010001",23540,"Gainesville, FL Metro Area","12","264275"
"P0010001",26140,"Homosassa Springs, FL Micro Area","12","141236"
"P0010001",27260,"Jacksonville, FL Metro Area","12","1345596"
"P0010001",28580,"Key West, FL Micro Area","12","73090"
"P0010001",29380,"Lake City, FL Micro Area","12","67531"
"P0010001",29460,"Lakeland-Winter Haven, FL Metro Area","12","602095"
"P0010001",33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","12","5564635"
"P0010001",34940,"Naples-Marco Island, FL Metro Area","12","321520"
"P0010001",35840,"North Port-Bradenton-Sarasota, FL Metro Area","12","702281"
"P0010001",36100,"Ocala, FL Metro Area","12","331298"
"P0010001",36380,"Okeechobee, FL Micro Area","12","39996"
"P0010001",36740,"Orlando-Kissimmee-Sanford, FL Metro Area","12","2134411"
"P0010001",37260,"Palatka, FL Micro Area","12","74364"
"P0010001",37340,"Palm Bay-Melbourne-Titusville, FL Metro Area","12","543376"
"P0010001",37380,"Palm Coast, FL Metro Area","12","95696"
"P0010001",37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area","12","168852"
"P0010001",37860,"Pensacola-Ferry Pass-Brent, FL Metro Area","12","448991"
"P0010001",38940,"Port St. Lucie, FL Metro Area","12","424107"
"P0010001",39460,"Punta Gorda, FL Metro Area","12","159978"
"P0010001",42680,"Sebastian-Vero Beach, FL Metro Area","12","138028"
"P0010001",42700,"Sebring, FL Micro Area","12","98786"
"P0010001",45220,"Tallahassee, FL Metro Area","12","367413"
"P0010001",45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area","12","2783243"
"P0010001",45540,"The Villages, FL Micro Area","12","93420"
"P0010001",48100,"Wauchula, FL Micro Area","12","27731"
"P0010001",10500,"Albany, GA Metro Area","13","157308"
"P0010001",11140,"Americus, GA Micro Area","13","37829"
"P0010001",12020,"Athens-Clarke County, GA Metro Area","13","192541"
"P0010001",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area","13","5268860"
"P0010001",12260,"Augusta-Richmond County, GA-SC Metro Area (part)","13","369793"
"P0010001",12460,"Bainbridge, GA Micro Area","13","27842"
"P0010001",15260,"Brunswick, GA Metro Area","13","112370"
"P0010001",15660,"Calhoun, GA Micro Area","13","55186"
"P0010001",16340,"Cedartown, GA Micro Area","13","41475"
"P0010001",16860,"Chattanooga, TN-GA Metro Area (part)","13","149331"
"P0010001",17980,"Columbus, GA-AL Metro Area (part)","13","241918"
"P0010001",18380,"Cordele, GA Micro Area","13","23439"
"P0010001",18460,"Cornelia, GA Micro Area","13","43041"
"P0010001",19140,"Dalton, GA Metro Area","13","142227"
"P0010001",20060,"Douglas, GA Micro Area","13","50731"
"P0010001",20140,"Dublin, GA Micro Area","13","58414"
"P0010001",21640,"Eufaula, AL-GA Micro Area (part)","13","2513"
"P0010001",22340,"Fitzgerald, GA Micro Area","13","27172"
"P0010001",22980,"Fort Valley, GA Micro Area","13","27695"
"P0010001",23580,"Gainesville, GA Metro Area","13","179684"
"P0010001",25980,"Hinesville-Fort Stewart, GA Metro Area","13","77917"
"P0010001",27700,"Jesup, GA Micro Area","13","30099"
"P0010001",29300,"LaGrange, GA Micro Area","13","67044"
"P0010001",31420,"Macon, GA Metro Area","13","232293"
"P0010001",33300,"Milledgeville, GA Micro Area","13","55149"
"P0010001",34220,"Moultrie, GA Micro Area","13","45498"
"P0010001",40660,"Rome, GA Metro Area","13","96317"
"P0010001",41220,"St. Marys, GA Micro Area","13","50513"
"P0010001",42340,"Savannah, GA Metro Area","13","347611"
"P0010001",44340,"Statesboro, GA Micro Area","13","70217"
"P0010001",44900,"Summerville, GA Micro Area","13","26015"
"P0010001",45580,"Thomaston, GA Micro Area","13","27153"
"P0010001",45620,"Thomasville, GA Micro Area","13","44720"
"P0010001",45700,"Tifton, GA Micro Area","13","40118"
"P0010001",45740,"Toccoa, GA Micro Area","13","26175"
"P0010001",46660,"Valdosta, GA Metro Area","13","139588"
"P0010001",47080,"Vidalia, GA Micro Area","13","36346"
"P0010001",47580,"Warner Robins, GA Metro Area","13","139900"
"P0010001",48180,"Waycross, GA Micro Area","13","55070"
"P0010001",25900,"Hilo, HI Micro Area","15","185079"
"P0010001",26180,"Honolulu, HI Metro Area","15","953207"
"P0010001",27980,"Kahului-Wailuku, HI Micro Area","15","154834"
"P0010001",28180,"Kapaa, HI Micro Area","15","67091"
"P0010001",13940,"Blackfoot, ID Micro Area","16","45607"
"P0010001",14260,"Boise City-Nampa, ID Metro Area","16","616561"
"P0010001",15420,"Burley, ID Micro Area","16","43021"
"P0010001",17660,"Coeur d'Alene, ID Metro Area","16","138494"
"P0010001",26820,"Idaho Falls, ID Metro Area","16","130374"
"P0010001",27220,"Jackson, WY-ID Micro Area (part)","16","10170"
"P0010001",30300,"Lewiston, ID-WA Metro Area (part)","16","39265"
"P0010001",30860,"Logan, UT-ID Metro Area (part)","16","12786"
"P0010001",34140,"Moscow, ID Micro Area","16","37244"
"P0010001",34300,"Mountain Home, ID Micro Area","16","27038"
"P0010001",36620,"Ontario, OR-ID Micro Area (part)","16","22623"
"P0010001",38540,"Pocatello, ID Metro Area","16","90656"
"P0010001",39940,"Rexburg, ID Micro Area","16","50778"
"P0010001",46300,"Twin Falls, ID Micro Area","16","99604"
"P0010001",14060,"Bloomington-Normal, IL Metro Area","17","169572"
"P0010001",15460,"Burlington, IA-IL Micro Area (part)","17","7331"
"P0010001",15900,"Canton, IL Micro Area","17","37069"
"P0010001",16020,"Cape Girardeau-Jackson, MO-IL Metro Area (part)","17","8238"
"P0010001",16060,"Carbondale, IL Micro Area","17","60218"
"P0010001",16460,"Centralia, IL Micro Area","17","39437"
"P0010001",16580,"Champaign-Urbana, IL Metro Area","17","231891"
"P0010001",16660,"Charleston-Mattoon, IL Micro Area","17","64921"
"P0010001",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area (part)","17","8586609"
"P0010001",19180,"Danville, IL Metro Area","17","81625"
"P0010001",19340,"Davenport-Moline-Rock Island, IA-IL Metro Area (part)","17","214466"
"P0010001",19500,"Decatur, IL Metro Area","17","110768"
"P0010001",19940,"Dixon, IL Micro Area","17","36031"
"P0010001",20820,"Effingham, IL Micro Area","17","34242"
"P0010001",23300,"Freeport, IL Micro Area","17","47711"
"P0010001",23660,"Galesburg, IL Micro Area","17","70626"
"P0010001",25380,"Harrisburg, IL Micro Area","17","24913"
"P0010001",27300,"Jacksonville, IL Micro Area","17","40902"
"P0010001",28100,"Kankakee-Bradley, IL Metro Area","17","113449"
"P0010001",30660,"Lincoln, IL Micro Area","17","30305"
"P0010001",31380,"Macomb, IL Micro Area","17","32612"
"P0010001",32060,"Marion-Herrin, IL Micro Area","17","66357"
"P0010001",34500,"Mount Vernon, IL Micro Area","17","47284"
"P0010001",36860,"Ottawa-Streator, IL Micro Area","17","154908"
"P0010001",37140,"Paducah, KY-IL Micro Area (part)","17","15429"
"P0010001",37900,"Peoria, IL Metro Area","17","379186"
"P0010001",38700,"Pontiac, IL Micro Area","17","38950"
"P0010001",39500,"Quincy, IL-MO Micro Area (part)","17","67103"
"P0010001",40300,"Rochelle, IL Micro Area","17","53497"
"P0010001",40420,"Rockford, IL Metro Area","17","349431"
"P0010001",41180,"St. Louis, MO-IL Metro Area (part)","17","703664"
"P0010001",44100,"Springfield, IL Metro Area","17","210170"
"P0010001",44580,"Sterling, IL Micro Area","17","58498"
"P0010001",45380,"Taylorville, IL Micro Area","17","34800"
"P0010001",11300,"Anderson, IN Metro Area","18","131636"
"P0010001",11420,"Angola, IN Micro Area","18","34185"
"P0010001",12140,"Auburn, IN Micro Area","18","42223"
"P0010001",13260,"Bedford, IN Micro Area","18","46134"
"P0010001",14020,"Bloomington, IN Metro Area","18","192714"
"P0010001",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area (part)","18","708070"
"P0010001",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area (part)","18","79262"
"P0010001",18020,"Columbus, IN Metro Area","18","76794"
"P0010001",18220,"Connersville, IN Micro Area","18","24277"
"P0010001",18820,"Crawfordsville, IN Micro Area","18","38124"
"P0010001",19540,"Decatur, IN Micro Area","18","34387"
"P0010001",21140,"Elkhart-Goshen, IN Metro Area","18","197559"
"P0010001",21780,"Evansville, IN-KY Metro Area (part)","18","298805"
"P0010001",23060,"Fort Wayne, IN Metro Area","18","416257"
"P0010001",23140,"Frankfort, IN Micro Area","18","33224"
"P0010001",24700,"Greensburg, IN Micro Area","18","25740"
"P0010001",26540,"Huntington, IN Micro Area","18","37124"
"P0010001",26900,"Indianapolis-Carmel, IN Metro Area","18","1756241"
"P0010001",27540,"Jasper, IN Micro Area","18","54734"
"P0010001",28340,"Kendallville, IN Micro Area","18","47536"
"P0010001",29020,"Kokomo, IN Metro Area","18","98688"
"P0010001",29140,"Lafayette, IN Metro Area","18","201789"
"P0010001",30900,"Logansport, IN Micro Area","18","38966"
"P0010001",31140,"Louisville/Jefferson County, KY-IN Metro Area (part)","18","252436"
"P0010001",31500,"Madison, IN Micro Area","18","32428"
"P0010001",31980,"Marion, IN Micro Area","18","70061"
"P0010001",33140,"Michigan City-La Porte, IN Metro Area","18","111467"
"P0010001",34620,"Muncie, IN Metro Area","18","117671"
"P0010001",35220,"New Castle, IN Micro Area","18","49462"
"P0010001",35860,"North Vernon, IN Micro Area","18","28525"
"P0010001",37940,"Peru, IN Micro Area","18","36903"
"P0010001",38500,"Plymouth, IN Micro Area","18","47051"
"P0010001",39980,"Richmond, IN Micro Area","18","68917"
"P0010001",42500,"Scottsburg, IN Micro Area","18","24181"
"P0010001",42980,"Seymour, IN Micro Area","18","42376"
"P0010001",43780,"South Bend-Mishawaka, IN-MI Metro Area (part)","18","266931"
"P0010001",45460,"Terre Haute, IN Metro Area","18","172425"
"P0010001",47180,"Vincennes, IN Micro Area","18","38440"
"P0010001",47340,"Wabash, IN Micro Area","18","32888"
"P0010001",47700,"Warsaw, IN Micro Area","18","77358"
"P0010001",47780,"Washington, IN Micro Area","18","31648"
"P0010001",11180,"Ames, IA Metro Area","19","89542"
"P0010001",14340,"Boone, IA Micro Area","19","26306"
"P0010001",15460,"Burlington, IA-IL Micro Area (part)","19","40325"
"P0010001",16300,"Cedar Rapids, IA Metro Area","19","257940"
"P0010001",17540,"Clinton, IA Micro Area","19","49116"
"P0010001",19340,"Davenport-Moline-Rock Island, IA-IL Metro Area (part)","19","165224"
"P0010001",19780,"Des Moines-West Des Moines, IA Metro Area","19","569633"
"P0010001",20220,"Dubuque, IA Metro Area","19","93653"
"P0010001",22700,"Fort Dodge, IA Micro Area","19","38013"
"P0010001",22800,"Fort Madison-Keokuk, IA-MO Micro Area (part)","19","35862"
"P0010001",26980,"Iowa City, IA Metro Area","19","152586"
"P0010001",32260,"Marshalltown, IA Micro Area","19","40648"
"P0010001",32380,"Mason City, IA Micro Area","19","51749"
"P0010001",34700,"Muscatine, IA Micro Area","19","54132"
"P0010001",35500,"Newton, IA Micro Area","19","36842"
"P0010001",36540,"Omaha-Council Bluffs, NE-IA Metro Area (part)","19","123145"
"P0010001",36820,"Oskaloosa, IA Micro Area","19","22381"
"P0010001",36900,"Ottumwa, IA Micro Area","19","35625"
"P0010001",37800,"Pella, IA Micro Area","19","33309"
"P0010001",43580,"Sioux City, IA-NE-SD Metro Area (part)","19","102172"
"P0010001",43980,"Spencer, IA Micro Area","19","16667"
"P0010001",44020,"Spirit Lake, IA Micro Area","19","16667"
"P0010001",44740,"Storm Lake, IA Micro Area","19","20260"
"P0010001",47940,"Waterloo-Cedar Falls, IA Metro Area","19","167819"
"P0010001",11860,"Atchison, KS Micro Area","20","16924"
"P0010001",17700,"Coffeyville, KS Micro Area","20","35471"
"P0010001",19980,"Dodge City, KS Micro Area","20","33848"
"P0010001",21380,"Emporia, KS Micro Area","20","36480"
"P0010001",23780,"Garden City, KS Micro Area","20","36776"
"P0010001",24460,"Great Bend, KS Micro Area","20","27674"
"P0010001",25700,"Hays, KS Micro Area","20","28452"
"P0010001",26740,"Hutchinson, KS Micro Area","20","64511"
"P0010001",28140,"Kansas City, MO-KS Metro Area (part)","20","846346"
"P0010001",29940,"Lawrence, KS Metro Area","20","110826"
"P0010001",30580,"Liberal, KS Micro Area","20","22952"
"P0010001",31740,"Manhattan, KS Metro Area","20","127081"
"P0010001",32700,"McPherson, KS Micro Area","20","29180"
"P0010001",37660,"Parsons, KS Micro Area","20","21607"
"P0010001",38260,"Pittsburg, KS Micro Area","20","39134"
"P0010001",41140,"St. Joseph, MO-KS Metro Area (part)","20","7945"
"P0010001",41460,"Salina, KS Micro Area","20","61697"
"P0010001",45820,"Topeka, KS Metro Area","20","233870"
"P0010001",48620,"Wichita, KS Metro Area","20","623061"
"P0010001",49060,"Winfield, KS Micro Area","20","36311"
"P0010001",14540,"Bowling Green, KY Metro Area","21","125953"
"P0010001",15820,"Campbellsville, KY Micro Area","21","24512"
"P0010001",16420,"Central City, KY Micro Area","21","31499"
"P0010001",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area (part)","21","425483"
"P0010001",17300,"Clarksville, TN-KY Metro Area (part)","21","88294"
"P0010001",18340,"Corbin, KY Micro Area","21","35637"
"P0010001",19220,"Danville, KY Micro Area","21","53174"
"P0010001",21060,"Elizabethtown, KY Metro Area","21","119736"
"P0010001",21780,"Evansville, IN-KY Metro Area (part)","21","59871"
"P0010001",23180,"Frankfort, KY Micro Area","21","70706"
"P0010001",23980,"Glasgow, KY Micro Area","21","52272"
"P0010001",26580,"Huntington-Ashland, WV-KY-OH Metro Area (part)","21","86452"
"P0010001",30460,"Lexington-Fayette, KY Metro Area","21","472099"
"P0010001",30940,"London, KY Micro Area","21","58849"
"P0010001",31140,"Louisville/Jefferson County, KY-IN Metro Area (part)","21","1031130"
"P0010001",31580,"Madisonville, KY Micro Area","21","46920"
"P0010001",32460,"Mayfield, KY Micro Area","21","37121"
"P0010001",32500,"Maysville, KY Micro Area","21","31360"
"P0010001",33180,"Middlesborough, KY Micro Area","21","28691"
"P0010001",34460,"Mount Sterling, KY Micro Area","21","44396"
"P0010001",34660,"Murray, KY Micro Area","21","37191"
"P0010001",36980,"Owensboro, KY Metro Area","21","114752"
"P0010001",37140,"Paducah, KY-IL Micro Area (part)","21","83333"
"P0010001",40080,"Richmond-Berea, KY Micro Area","21","99972"
"P0010001",43700,"Somerset, KY Micro Area","21","63063"
"P0010001",46460,"Union City, TN-KY Micro Area (part)","21","6813"
"P0010001",10020,"Abbeville, LA Micro Area","22","57999"
"P0010001",10780,"Alexandria, LA Metro Area","22","153922"
"P0010001",12820,"Bastrop, LA Micro Area","22","27979"
"P0010001",12940,"Baton Rouge, LA Metro Area","22","802484"
"P0010001",14220,"Bogalusa, LA Micro Area","22","47168"
"P0010001",18940,"Crowley, LA Micro Area","22","61773"
"P0010001",19760,"DeRidder, LA Micro Area","22","35654"
"P0010001",22860,"Fort Polk South, LA Micro Area","22","52334"
"P0010001",25220,"Hammond, LA Micro Area","22","121097"
"P0010001",26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area","22","208178"
"P0010001",27660,"Jennings, LA Micro Area","22","31594"
"P0010001",29180,"Lafayette, LA Metro Area","22","273738"
"P0010001",29340,"Lake Charles, LA Metro Area","22","199607"
"P0010001",33380,"Minden, LA Micro Area","22","41207"
"P0010001",33740,"Monroe, LA Metro Area","22","176441"
"P0010001",34020,"Morgan City, LA Micro Area","22","54650"
"P0010001",35020,"Natchez, MS-LA Micro Area (part)","22","20822"
"P0010001",35060,"Natchitoches, LA Micro Area","22","39566"
"P0010001",35340,"New Iberia, LA Micro Area","22","73240"
"P0010001",35380,"New Orleans-Metairie-Kenner, LA Metro Area","22","1167764"
"P0010001",36660,"Opelousas-Eunice, LA Micro Area","22","83384"
"P0010001",38200,"Pierre Part, LA Micro Area","22","23421"
"P0010001",40820,"Ruston, LA Micro Area","22","63009"
"P0010001",43340,"Shreveport-Bossier City, LA Metro Area","22","398604"
"P0010001",45260,"Tallulah, LA Micro Area","22","12093"
"P0010001",12300,"Augusta-Waterville, ME Micro Area","23","122151"
"P0010001",12620,"Bangor, ME Metro Area","23","153923"
"P0010001",30340,"Lewiston-Auburn, ME Metro Area","23","107702"
"P0010001",38860,"Portland-South Portland-Biddeford, ME Metro Area","23","514098"
"P0010001",40500,"Rockland, ME Micro Area","23","39736"
"P0010001",12580,"Baltimore-Towson, MD Metro Area","24","2710489"
"P0010001",15700,"Cambridge, MD Micro Area","24","32618"
"P0010001",19060,"Cumberland, MD-WV Metro Area (part)","24","75087"
"P0010001",20660,"Easton, MD Micro Area","24","37782"
"P0010001",25180,"Hagerstown-Martinsburg, MD-WV Metro Area (part)","24","147430"
"P0010001",30500,"Lexington Park, MD Micro Area","24","105151"
"P0010001",36180,"Ocean Pines, MD Micro Area","24","51454"
"P0010001",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part)","24","101108"
"P0010001",41540,"Salisbury, MD Metro Area","24","125203"
"P0010001",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part)","24","2303870"
"P0010001",12700,"Barnstable Town, MA Metro Area","25","215888"
"P0010001",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area (part)","25","4134036"
"P0010001",38340,"Pittsfield, MA Metro Area","25","131219"
"P0010001",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area (part)","25","548285"
"P0010001",44140,"Springfield, MA Metro Area","25","692942"
"P0010001",49340,"Worcester, MA Metro Area","25","798552"
"P0010001",10300,"Adrian, MI Micro Area","26","99892"
"P0010001",10880,"Allegan, MI Micro Area","26","111408"
"P0010001",10940,"Alma, MI Micro Area","26","42476"
"P0010001",10980,"Alpena, MI Micro Area","26","29598"
"P0010001",11460,"Ann Arbor, MI Metro Area","26","344791"
"P0010001",12980,"Battle Creek, MI Metro Area","26","136146"
"P0010001",13020,"Bay City, MI Metro Area","26","107771"
"P0010001",13660,"Big Rapids, MI Micro Area","26","42798"
"P0010001",15620,"Cadillac, MI Micro Area","26","47584"
"P0010001",17740,"Coldwater, MI Micro Area","26","45248"
"P0010001",19820,"Detroit-Warren-Livonia, MI Metro Area","26","4296250"
"P0010001",21540,"Escanaba, MI Micro Area","26","37069"
"P0010001",22420,"Flint, MI Metro Area","26","425790"
"P0010001",24340,"Grand Rapids-Wyoming, MI Metro Area","26","774160"
"P0010001",26100,"Holland-Grand Haven, MI Metro Area","26","263801"
"P0010001",26340,"Houghton, MI Micro Area","26","38784"
"P0010001",27020,"Iron Mountain, MI-WI Micro Area (part)","26","26168"
"P0010001",27100,"Jackson, MI Metro Area","26","160248"
"P0010001",28020,"Kalamazoo-Portage, MI Metro Area","26","326589"
"P0010001",29620,"Lansing-East Lansing, MI Metro Area","26","464036"
"P0010001",31940,"Marinette, WI-MI Micro Area (part)","26","24029"
"P0010001",32100,"Marquette, MI Micro Area","26","67077"
"P0010001",33220,"Midland, MI Micro Area","26","83629"
"P0010001",33780,"Monroe, MI Metro Area","26","152021"
"P0010001",34380,"Mount Pleasant, MI Micro Area","26","70311"
"P0010001",34740,"Muskegon-Norton Shores, MI Metro Area","26","172188"
"P0010001",35660,"Niles-Benton Harbor, MI Metro Area","26","156813"
"P0010001",37020,"Owosso, MI Micro Area","26","70648"
